1731802371.346	/MyCase1	30023	0	0	0	0	0	0	0	0	200
1731802372.301	/MyCase1	7913	0	0	0	0	0	0	0	0	200
1731802373.180	/MyCase1	8011	0	0	0	0	0	0	0	0	200
1731802373.997	/MyCase1	7562	0	0	0	0	0	0	0	0	200
1731802374.763	/MyCase1	16735	0	0	0	0	0	0	0	0	200
1731802375.488	/MyCase1	16724	0	0	0	0	0	0	0	0	200
1731802376.184	/MyCase1	15849	0	0	0	0	0	0	0	0	200
1731802376.838	/MyCase1	8511	0	0	0	0	0	0	0	0	200
1731802377.471	/MyCase1	16955	0	0	0	0	0	0	0	0	200
1731802377.007	/MyCase1	10045	0	0	0	0	0	0	0	0	200
1731802377.594	/MyCase1	17078	0	0	0	0	0	0	0	0	200
1731802378.162	/MyCase1	18255	0	0	0	0	0	0	0	0	200
1731802378.715	/MyCase1	16810	0	0	0	0	0	0	0	0	200
1731802379.248	/MyCase1	16519	0	0	0	0	0	0	0	0	200
1731802379.767	/MyCase1	8323	0	0	0	0	0	0	0	0	200
